Academic Year,RCDT,District Name,District City,% of Kindergartners Rated on Required 14 Measures,"In
0
Developmental Areas","In
1
Developmental Area","In
2
Developmental Areas","In
All 3
Developmental Areas",Social and Emotional Development,Language and Literacy Development
2018,40007040026,Calhoun CUSD 40,Hardin,1,0.0740741,0.148148,0.037037,0.740741,0.888889,0.814815
2018,07016155002,Calumet City SD 155,Calumet City,0.959459,0.28169,0.028169,0.0985915,0.591549,0.690141,0.661972
2018,07016132002,Calumet Public SD 132,Calumet Park,1,0.52,0.12,0.173333,0.186667,0.44,0.36
2018,28037227026,Cambridge CUSD 227,Cambridge,1,0.142857,0.142857,0.171429,0.542857,0.742857,0.742857
2018,26029066025,Canton Union SD 66,Canton,0.925926,0.58,0.1,0.133333,0.186667,0.373333,0.326667
2018,49081036002,Carbon Cliff-Barstow SD 36,Silvis,0.896552,0.346154,0.0769231,0.384615,0.192308,0.5,0.615385
2018,30039095002,Carbondale ESD 95,Carbondale,0.901734,0.378205,0.211538,0.166667,0.24359,0.532051,0.429487
2018,40056001026,Carlinville CUSD 1,Carlinville,0.918605,0.392405,0.240506,0.177215,0.189873,0.493671,0.329114
2018,13014001026,Carlyle CUSD 1,Carlyle,0.96,0.305556,0.111111,0.152778,0.430556,0.652778,0.555556
2018,20097005026,Carmi-White County CUSD 5,Carmi,0.826087,0.434211,0.157895,0.118421,0.289474,0.526316,0.394737
2018,20083002026,Carrier Mills-Stonefort CUSD 2,Carrier Mills,0.945946,0.257143,0.2,0.2,0.342857,0.742857,0.485714
2018,40031001026,Carrollton CUSD 1,Carrollton,0.958333,0.434783,0.173913,0.347826,0.0434783,0.434783,0.434783
2018,21100005026,Carterville CUSD 5,Carterville,0.909091,0.42,0.2,0.24,0.14,0.36,0.46
2018,26034317004,Carthage ESD 317,Carthage,0.944444,0.372549,0.294118,0.196078,0.137255,0.588235,0.372549
2018,44063026004,Cary CCSD 26,Cary,0.96281,0.240343,0.175966,0.184549,0.399142,0.686695,0.613734
2018,11012004C26,Casey-Westfield CUSD 4C,Casey,0.985075,0.530303,0.121212,0.166667,0.181818,0.378788,0.409091
2018,19022063002,Cass SD 63,Darien,1,0,0.0898876,0.0898876,0.820225,1,0.898876
2018,07016146004,CCSD 146,Tinley Park,0.965812,0.380531,0.300885,0.185841,0.132743,0.553097,0.358407
2018,07016168004,CCSD 168,Sauk Village,0.811475,0.606061,0.151515,0.10101,0.141414,0.373737,0.222222
2018,19022180004,CCSD 180,Burr Ridge,0.966102,0.526316,0.192982,0.0877193,0.192982,0.421053,0.333333
2018,30073204004,CCSD 204,Pinckneyville,1,0.0666667,0.2,0.133333,0.6,0.866667,0.733333
2018,05016062004,CCSD 62,Des Plaines,0.729604,0.533546,0.246006,0.105431,0.115016,0.392971,0.226837
2018,19022089004,CCSD 89,Glen Ellyn,0.965385,0.338645,0.159363,0.243028,0.258964,0.513944,0.525896
2018,19022066002,Center Cass SD 66,Downers Grove,0.962264,0.470588,0.313725,0.166667,0.0490196,0.401961,0.303922
2018,11087021026,Central A & M CUD 21,Assumption,0.963636,0.113208,0.150943,0.188679,0.54717,0.849057,0.773585
2018,13058133002,Central City SD 133,Centralia,0.955556,0.139535,0.232558,0.255814,0.372093,0.790698,0.697674
2018,01001003026,Central CUSD 3,Camp Point,0.64,0.6875,0.1875,0.03125,0.09375,0.15625,0.25
2018,31045301026,Central CUSD 301,Burlington,0.613707,0.314721,0.213198,0.329949,0.142132,0.563452,0.568528
2018,32038004026,Central CUSD 4,Ashkum,0.985915,0.142857,0.171429,0.328571,0.357143,0.842857,0.614286
2018,50082104002,Central SD 104,O Fallon,0.946429,0.301887,0.245283,0.188679,0.264151,0.603774,0.490566
2018,53090051002,Central SD 51,Washington,0.943548,0.461538,0.239316,0.136752,0.162393,0.384615,0.418803
2018,07016110002,Central Stickney SD 110,Chicago,1,0.310345,0.275862,0.241379,0.172414,0.62069,0.482759
2018,13058135002,Centralia SD 135,Centralia,0.896296,0.487603,0.190083,0.123967,0.198347,0.429752,0.330579
2018,30077100026,Century CUSD 100,Ullin,1,0.428571,0.047619,0.0952381,0.428571,0.52381,0.571429
2018,39074100026,Cerro Gordo CUSD 100,Cerro Gordo,1,0.5,0.175,0.075,0.25,0.4,0.425
2018,08008399026,Chadwick-Milledgeville CUSD 399,Milledgeville,0.965517,0.142857,0.0357143,0.0714286,0.75,0.857143,0.821429
2018,09010004026,Champaign CUSD 4,Champaign,0.963176,0.430108,0.18399,0.14098,0.244922,0.477897,0.412186
2018,56099088002,Chaney-Monge SD 88,Crest Hill,0.978261,0.333333,0.311111,0.0666667,0.288889,0.577778,0.355556
2018,56099017002,Channahon SD 17,Channahon,0.990385,0.0679612,0.242718,0.300971,0.38835,0.932039,0.631068
2018,11015001026,Charleston CUSD 1,Charleston,0.943299,0.371585,0.163934,0.202186,0.262295,0.52459,0.513661
2018,45079139026,Chester CUSD 139,Chester,0.984375,0.507937,0.174603,0.174603,0.142857,0.269841,0.396825
2018,17054061004,Chester-East Lincoln CCSD 61,Lincoln,0.814815,0.272727,0.227273,0.181818,0.318182,0.681818,0.454545
2018,07016170002,Chicago Heights SD 170,Chicago Heights,0.677632,0.558252,0.174757,0.121359,0.145631,0.38835,0.291262
2018,07016127502,Chicago Ridge SD 127-5,Chicago Ridge,0.97546,0.484277,0.220126,0.157233,0.138365,0.471698,0.289308
2018,21028099026,Christopher USD 99,Christopher,0.84127,0.245283,0.169811,0.132075,0.45283,0.641509,0.584906
2018,06016099002,Cicero SD 99,Cicero,0.818966,0.473684,0.244444,0.118129,0.163743,0.476023,0.291228
2018,32038006026,Cissna Park CUSD 6,Cissna Park,0.956522,0.772727,0.227273,0,0,0.227273,0
2018,15016299025,City of Chicago SD 299,Chicago,0.914947,0.426613,0.162495,0.158966,0.251925,0.498579,0.430968
2018,12013010026,Clay City CUSD 10,Clay City,0.954545,0.285714,0.142857,0.190476,0.380952,0.571429,0.714286
2018,17020015026,Clinton CUSD 15,Clinton,0.920354,0.278846,0.0961538,0.105769,0.519231,0.692308,0.634615
2018,24032001026,Coal City CUSD 1,Coal City,0.867647,0.288136,0.237288,0.254237,0.220339,0.491525,0.618644
2018,30091017022,Cobden SUD 17,Cobden,1,0.388889,0.138889,0.166667,0.305556,0.388889,0.555556
2018,41057010026,Collinsville CUSD 10,Collinsville,0.882217,0.314136,0.206806,0.240838,0.23822,0.659686,0.473822
2018,28037190002,Colona SD 190,Colona,1,0.282051,0.179487,0.153846,0.384615,0.641026,0.564103
2018,45067004026,Columbia CUSD 4,Columbia,0.942857,0.257576,0.242424,0.212121,0.287879,0.712121,0.507576
2018,05016059004,Comm Cons SD 59,Elk Grove Vlg,0.973294,0.352134,0.170732,0.196646,0.280488,0.589939,0.487805
2018,07016130002,Cook County SD 130,Blue Island,0.907186,0.627063,0.214521,0.115512,0.0429043,0.30033,0.217822
2018,17053426004,Cornell CCSD 426,Cornell,0.882353,0.133333,0,0.133333,0.733333,0.733333,0.866667
2018,07016160002,Country Club Hills SD 160,Country Club Hills,0.95,0.482456,0.157895,0.157895,0.201754,0.429825,0.368421
2018,30091043004,County of Union Sch Dist No43,Jonesboro,1,0.0888889,0.0888889,0.0666667,0.755556,0.911111,0.822222
2018,04101320026,County of Winnebago SD 320,South Beloit,0.983871,0.47541,0.131148,0.0819672,0.311475,0.442623,0.442623
2018,11087003A26,Cowden-Herrick CUSD 3A,Cowden,0.956522,0.136364,0.181818,0.0454545,0.636364,0.727273,0.727273
2018,21100003026,Crab Orchard CUSD 3,Marion,0.974359,0.631579,0.236842,0.105263,0.0263158,0.289474,0.210526
2018,56099201U26,Crete Monee CUSD 201U,Crete,0.96679,0.583969,0.175573,0.103053,0.137405,0.370229,0.251908
2018,53090076002,Creve Coeur SD 76,Creve Coeur,0.912281,0.846154,0.0961538,0.0576923,0,0.0961538,0.0961538
2018,44063047004,Crystal Lake CCSD 47,Crystal Lake,0.933036,0.398724,0.177033,0.167464,0.256778,0.53429,0.389155
2018,11018077026,Cumberland CUSD 77,Toledo,0.971831,0.608696,0.246377,0.144928,0,0.391304,0.144928
2018,19022200026,CUSD 200,Wheaton,0.974699,0.105068,0.10754,0.205192,0.5822,0.820766,0.747837
2018,19022201026,CUSD 201,Westmont,0.982906,0.469565,0.191304,0.208696,0.130435,0.495652,0.330435
2018,26029003026,CUSD 3 Fulton County,Cuba,0.846154,0.545455,0.0454545,0.318182,0.0909091,0.454545,0.409091
2018,31045300026,CUSD 300,Algonquin,0.76044,0.344894,0.162813,0.192678,0.299615,0.557803,0.514451
2018,24047308026,CUSD 308,Oswego,0.942559,0.334257,0.147738,0.170822,0.347184,0.591874,0.534626
2018,01001004026,CUSD 4,Mendon,1,0.407407,0.296296,0.185185,0.111111,0.537037,0.351852
2018,21044064002,Cypress SD 64,Cypress,1,0.454545,0.272727,0.0909091,0.181818,0.545455,0.272727
2018,08089201026,Dakota CUSD 201,Dakota,0.959184,0.234043,0.0851064,0.255319,0.425532,0.702128,0.744681
2018,26034327004,Dallas ESD 327,Dallas City,1,0.2,0.15,0.45,0.2,0.75,0.7
2018,13014062002,Damiansville SD 62,Damiansville,0.923077,0.166667,0.333333,0.416667,0.0833333,0.833333,0.5
2018,54092118024,Danville CCSD 118,Danville,0.947608,0.591346,0.1875,0.0961538,0.125,0.338942,0.266827
2018,19022061002,Darien SD 61,Darien,0.993007,0.204225,0.485915,0.28169,0.028169,0.78169,0.316901
2018,39055061025,Decatur SD 61,Decatur,0.897507,0.368827,0.205247,0.180556,0.24537,0.521605,0.447531
2018,53090701026,Deer Creek-Mackinaw CUSD 701,Mackinaw,0.972603,0.295775,0.140845,0.140845,0.422535,0.676056,0.577465
2018,34049109002,Deerfield SD 109,Deerfield,0.940984,0.0592334,0.0836237,0.1777,0.679443,0.808362,0.84669
2018,16019428026,DeKalb CUSD 428,Dekalb,0.88664,0.390411,0.253425,0.134703,0.221461,0.522831,0.360731
2018,39074057026,Deland-Weldon CUSD 57,De Land,0.947368,0.0555556,0.277778,0.166667,0.5,0.5,0.944444
2018,53090703026,Delavan CUSD 703,Delavan,0.481481,0.384615,0.384615,0.230769,0,0.307692,0.538462
2018,28006103022,DePue USD 103,DePue,1,0.1,0.05,0.25,0.6,0.7,0.9
2018,30039086003,DeSoto Cons SD 86,De Soto,1,0.466667,0.0666667,0.2,0.266667,0.533333,0.466667
2018,34049076002,Diamond Lake SD 76,Mundelein,0.95,0.421053,0.184211,0.144737,0.25,0.539474,0.355263
2018,03025030026,Dieterich CUSD 30,Dieterich,0.97619,0.0487805,0.0243902,0.170732,0.756098,0.95122,0.926829
2018,35050017504,Dimmick Community Consolidated SD #175,La Salle,1,0.142857,0.142857,0.285714,0.428571,0.857143,0.714286
2018,53090050002,District 50 Schools,Washington,0.929577,0.636364,0.181818,0.0606061,0.121212,0.19697,0.272727
2018,47052170022,Dixon USD 170,Dixon,0.969697,0.4375,0.129464,0.09375,0.339286,0.508929,0.441964
2018,07016148002,Dolton SD 148,Riverdale,0.938547,0.505952,0.22619,0.160714,0.107143,0.452381,0.261905
2018,07016149002,Dolton SD 149,Calumet City,0.809917,0.433673,0.229592,0.137755,0.19898,0.484694,0.357143
2018,30091066022,Dongola USD 66,Dongola,0.451613,0.428571,0.142857,0.0714286,0.357143,0.571429,0.428571
2018,32038003026,Donovan CUSD 3,Donovan,1,0.357143,0.214286,0,0.428571,0.571429,0.428571
2018,19022058002,Downers Grove GSD 58,Downers Grove,0.907441,0.328,0.132,0.198,0.342,0.588,0.56
2018,30073300026,Du Quoin CUSD 300,Du Quoin,0.978723,0.26087,0.163043,0.467391,0.108696,0.608696,0.673913
2018,48072323026,Dunlap CUSD 323,Peoria,0.962382,0.198697,0.153094,0.136808,0.511401,0.765472,0.651466
2018,50082196026,Dupo CUSD 196,Dupo,0.9375,0.25,0.15,0.183333,0.416667,0.6,0.633333
2018,04101322026,Durand CUSD 322,Durand,1,0.266667,0.2,0.133333,0.4,0.666667,0.466667
2018,17053232002,Dwight Common SD 232,Dwight,0.941176,0.0416667,0.333333,0.25,0.375,0.666667,0.395833
2018,35050009026,Earlville CUSD 9,Earlville,0.962963,0.884615,0.0769231,0.0384615,0,0.115385,0.0384615
2018,41057013002,East Alton SD 13,East Alton,0.973333,0.39726,0.123288,0.232877,0.246575,0.506849,0.534247
2018,47098020002,East Coloma - Nelson CESD 20,Rock Falls,0.821429,0.173913,0.0434783,0.304348,0.478261,0.826087,0.782609
2018,08043119022,East Dubuque USD 119,East Dubuque,1,0.468085,0.170213,0.191489,0.170213,0.191489,0.446809
2018,49081037002,East Moline SD 37,East Moline,0.938462,0.504098,0.209016,0.192623,0.0942623,0.442623,0.307377
2018,53090086002,East Peoria SD 86,East Peoria,0.932099,0.629139,0.0860927,0.0927152,0.192053,0.350993,0.291391
2018,05016073002,East Prairie SD 73,Skokie,1,0.181818,0.227273,0.340909,0.25,0.5,0.590909
2018,50082189022,East St Louis SD 189,East Saint Louis,0.897849,0.464072,0.155689,0.188623,0.191617,0.458084,0.419162
2018,08008308026,Eastland CUSD 308,Shannon,0.981481,0.245283,0.245283,0.169811,0.339623,0.698113,0.54717
2018,11023006026,Edgar County CUD 6,Chrisman,0.952381,0.2,0,0.4,0.4,0.8,0.8
2018,03011004026,Edinburg CUSD 4,Edinburg,0.777778,0.142857,0.214286,0.285714,0.357143,0.714286,0.714286
2018,20024001026,Edwards County CUSD 1,Albion,1,0.327869,0.295082,0.262295,0.114754,0.52459,0.508197
2018,41057007026,Edwardsville CUSD 7,Edwardsville,0.843874,0.185012,0.187354,0.248244,0.379391,0.714286,0.625293
2018,03025040026,Effingham CUSD 40,Effingham,1.00562,0.22905,0.195531,0.156425,0.418994,0.653631,0.597765
2018,30002005026,Egyptian CUSD 5,Tamms,1,0.375,0.34375,0.21875,0.0625,0.5625,0.3125
2018,53102011026,El Paso-Gridley CUSD 11,El Paso,0.976744,0.22619,0.261905,0.392857,0.119048,0.738095,0.511905
2018,20083004026,Eldorado CUSD 4,Eldorado,0.957143,0.253731,0.268657,0.313433,0.164179,0.686567,0.507463
2018,31045900025,Elgin Math and Science Academy Charter School,Elgin,0.527273,0.0344828,0.344828,0.344828,0.275862,0.413793,0.62069
2018,19022205026,Elmhurst SD 205,Elmhurst,0.947589,0.243363,0.181416,0.168142,0.40708,0.564159,0.577434
2018,48072322026,Elmwood CUSD 322,Elmwood,1,0.159091,0.0454545,0.0681818,0.727273,0.818182,0.772727
2018,06016401026,Elmwood Park CUSD 401,Elmwood Park,0.95,0.657895,0.201754,0.0701754,0.0701754,0.280702,0.140351
2018,30039196026,Elverado CUSD 196,Elkville,1,0.448276,0.103448,0.0689655,0.37931,0.551724,0.448276
2018,56099203004,Elwood CCSD 203,Elwood,0.969697,0.09375,0.0625,0.0625,0.78125,0.84375,0.875
2018,34049033002,Emmons SD 33,Antioch,1,0.266667,0.0333333,0.2,0.5,0.733333,0.666667
2018,47098001026,Erie CUSD 1,Erie,1,0.097561,0.195122,0.170732,0.536585,0.756098,0.756098
2018,07016159002,ESD 159,Matteson,0.94012,0.197452,0.0700637,0.216561,0.515924,0.732484,0.745223
2018,47071269004,Eswood CCSD 269,Lindenwood,1,0.1,0.2,0,0.7,0.7,0.9
2018,53102140026,Eureka CUD 140,Eureka,0.990566,0.285714,0.152381,0.257143,0.304762,0.647619,0.571429
2018,07016124002,Evergreen Park ESD 124,Evergreen Park,0.932927,0.529412,0.176471,0.137255,0.156863,0.366013,0.366013
2018,21028115004,Ewing Northern CCSD 115,Ewing,1,0.4375,0.125,0.1875,0.25,0.5,0.4375
2018,20096112004,Fairfield PSD 112,Fairfield,0.90625,0.482759,0.172414,0.189655,0.155172,0.310345,0.327586
2018,56099089002,Fairmont SD 89,Lockport,1,0.142857,0.5,0.25,0.107143,0.857143,0.25
2018,48072265026,Farmington Central CUSD 265,Farmington,0.943396,0.48,0.16,0.16,0.2,0.45,0.36
2018,13041099004,Farrington CCSD 99,Bluford,0.909091,0.7,0.2,0.1,0,0.3,0.1
2018,13041003004,Field CCSD 3,Texico,1.03704,0.75,0.0357143,0.107143,0.107143,0.214286,0.214286
2018,53102006026,Fieldcrest CUSD 6,Minonk,1,0.305085,0.254237,0.271186,0.169492,0.20339,0.694915
2018,09010001026,Fisher CUSD 1,Fisher,0.979167,0.340426,0.148936,0.0638298,0.446809,0.553191,0.531915
2018,17053074027,Flanagan-Cornell Dist 74,Flanagan,0.9375,0.0666667,0.2,0.6,0.133333,0.866667,0.8
2018,12013035026,Flora CUSD 35,Flora,0.923077,0.479167,0.145833,0.28125,0.09375,0.489583,0.385417
2018,07016161002,Flossmoor SD 161,Chicago Heights,0.945055,0.372093,0.133721,0.215116,0.27907,0.476744,0.488372
2018,07016169002,Ford Heights SD 169,Ford Heights,1,0.428571,0.119048,0.119048,0.333333,0.571429,0.452381
2018,06016091002,Forest Park SD 91,Forest Park,0.885714,0.403226,0.129032,0.258065,0.209677,0.483871,0.483871
2018,07016142002,Forest Ridge SD 142,Oak Forest,0.974843,0.322581,0.174194,0.206452,0.296774,0.645161,0.516129
2018,47071221026,Forrestville Valley CUSD 221,Forreston,1,0.386364,0.25,0.227273,0.136364,0.568182,0.318182
2018,34049114002,Fox Lake GSD 114,Spring Grove,0.957143,0.253731,0.149254,0.402985,0.19403,0.686567,0.61194
2018,44063003003,Fox River Grove Cons SD 3,Fox River Grove,1,0.315789,0.131579,0.421053,0.131579,0.578947,0.5
2018,56099157C04,Frankfort CCSD 157C,Frankfort,0.966527,0.17316,0.121212,0.151515,0.554113,0.766234,0.688312
2018,21028168026,Frankfort CUSD 168,West Frankfort,0.875912,0.391667,0.2,0.108333,0.3,0.575,0.4
2018,01069001026,Franklin CUSD 1,Franklin,1,0.259259,0.0740741,0.222222,0.444444,0.62963,0.592593
2018,06016084002,Franklin Park SD 84,Franklin Park,0.926606,0.267327,0.178218,0.227723,0.326733,0.693069,0.564356
